등급,이름,타입,직업,포격,충파,지원,백병,박물,심미,척후,보급,구매,판매,협상,교환,Lv 10 직업 효과,Lv 10 직업 효과,Lv 30 인물 효과,Lv 30 인물 효과,LV 50 직업 효과,LV 50 직업 효과,LV 70 인물 효과,LV 70 인물 효과,잠재 효과 1,잠재 효과 2,인연 연대기 추가 효과 1,인연 연대기 추가 효과 2,교전 기술 LV 1,교전 기술 LV 50,인연 연대기 추가 기술
A,막달레나 카밀라,모험,위생사,40,19,53,28,67,86,78,183,95,59,74,75,포격 회피 증가,고양이 애호,공격 시 포격 치명률 하강,능숙한 돛 조종,쥐 해소,빗물 모으기,포격 피해 반사,능숙한 노 젓기,탐험 물자 절약 심화,포격 치명타 추가 저항,,,포격 위력 강화,기술 봉쇄,
A,메리 리드,전투,특공대,74,87,54,199,83,81,62,74,28,21,48,44,백병 회피 증가,백병 회피 증폭,직물 거래 우대,선원 긴급 치료,백병 명중 증가,백병 명중 증폭,귀마개 착용,백병 피해 무시,백병 방어력 증폭 심화,식료품 구매 달인,터놓은 비밀,백병 치명타 발생 향상,백병: 방어 무시,난전 백병: 중독 유발,난전 백병: 내전 유발
A,메리 스튜어트,교역,방적상,40,51,31,18,77,95,88,60,67,186,78,74,충파 공격력 증가,직물 거래 전문,직물 거래 우대,규칙적인 생활,섬유 거래 전문,직물 구매 할인,기술 봉쇄 충파,총포류 판매 할증,직물 거래 달인,섬유 판매 달인,직물 거래의 신,공예품 판매 특별 할증,백병: 혼란 유발,백병: 키 손상 유발,백병: 혼돈 유발
A,모리스,전투,특공대,70,79,53,188,75,79,56,70,26,19,44,41,백병 회피 증가,백병 회피 증폭,섬유 구매 할인,중독 백병,백병 명중 증가,백병 명중 증폭,육분의 활용,백병 봉쇄 백병 LV2,이동 억제 백병,백병 시 추가 고정 피해 심화,,,백병: 연막 유발,백병: 키 손상 유발 LV2,
A,바바라 팔머,교역,염료상,21,29,41,48,89,62,78,95,199,58,88,67,백병 방어력 증가,염료 거래 전문,염료 거래 우대,광석 판매 할증,오염 해소,염료 구매 할인,피해 반사,염료 판매 할증,염료 거래 달인,염료 판매 달인,,,충파: 키 손상 유발,정밀 충파: 혼란 유발,
A,바스코 누녜스 데발보아,모험,고고학자,30,53,41,19,204,72,90,60,88,75,99,58,백병 방어력 증가,재력 지향,타고난 장사꾼,천해 인양 보물 사냥꾼,해양 생태 연구,명성 지향,기술 봉쇄 백병,명성 추구,식료품 구매 달인,성실한 탐험가,,,포격 위력 강화,광역 충파: 싸움 유발,
A,백동수,전투,백병대,75,86,55,204,57,65,76,97,44,43,26,22,백병 치명타 발생 증가,백병 치명타 발생 증폭,무기류 거래 우대,선원 긴급 치료,백병 공격력 증가,백병 치명타 추가 피해,규칙적인 생활,혼란 백병,백병 시 추가 고정 피해 심화,피격 시 백병 방어력 증폭,,,난전 백병: 중독 유발,백병: 방어 무시,
A,베르날 로욜라,전투,조타수,83,199,56,73,72,56,93,83,37,33,18,52,충파 공격력 증가,충파 공격력 증폭,염료 거래 우대,충파 시 추가 고정 피해,충파 방어력 증가,충파 방어력 증폭,위생 관념,혼란 충파,충파 치명타 피해 증폭,공업품 구매 달인,,,충파: 방어 무시,광역 충파: 싸움 유발,
A,샤를 달타냥,전투,타격대,73,83,54,199,19,27,39,52,93,62,72,88,백병 공격력 증가,백병 공격력 증폭,총포류 거래 우대,선원 긴급 치료,백병 명중 증가,백병 방어력 증폭,기상 관측가,백병 피해 무시,백병 시 추가 고정 피해 심화,보석 구매 달인,확실한 검술,만성 중독 백병,정밀 백병: 혼란 유발,백병: 방어 무시,백병: 돛 파괴 유발
A,샬롯 드베리,전투,조타원,88,200,58,77,49,38,29,22,60,78,80,99,충파 치명타 발생 증가,충파 치명타 발생 증폭,보석 거래 우대,충파 피해 무시,충파 공격력 증가,충파 치명타 추가 피해,조미료 판매 할증,혼란 충파 LV2,충파 공격력 증폭 심화,광석 구매 달인,,,충파: 방어 무시,충파: 키 손상 유발 LV2,
A,슈발리에 럼,전투,타격대,73,84,57,198,19,28,38,52,93,63,72,88,백병 공격력 증가,백병 공격력 증폭,조미료 구매 할인,혼란 백병,백병 명중 증가,백병 방어력 증폭,천해 인양 보물 사냥꾼,방어 무시 백병 LV2,보석 구매 달인,대혼란 백병,,,백병: 방어 무시,강화 백병: 키 손상 유발 LV2,
A,스벤 구스타브손,전투,조선공,60,89,198,74,39,33,19,50,71,89,92,64,수리 극대화 회복량 증가,충파 공격력 증폭,광석 구매 할인,내구도 증가,수리 극대화 발생 증가,수리 회복량 증폭,신출귀몰,시작 시 상급 수리 LV2,시작 시 최상급 수리,잡화 구매 달인,,,수리: 전 범위 LV2,충파 위력 강화,
A,시모네타 베스푸치,교역,미술상,19,50,31,39,99,83,66,68,78,61,201,79,충파 방어력 증가,미술품 거래 전문,미술품 거래 우대,기상 관측가,정서불안 해소,미술품 구매 할인,행동 전 공방 위력 증폭,미술품 판매 할증,마술품 거래 달인,미술품 판매 달인,,,충파 위력 강화,충파: 키 손상 유발,
A,시오미 후우키치,모험,항해장,30,19,53,41,90,74,204,61,62,68,94,82,포격 회피 증가,암초 해소,타고난 장사꾼,긴축 배급,해초 해소,장애물 탐지,시작 시 이동력 증가,능숙한 노 젓기,향료 구매 달인,노련한 돛 조종,,,포격 위력 강화,강화 포격: 돛 손상 유발,
A,시티 완 켐방,모험,생물학자,19,30,54,41,208,65,81,77,66,80,78,92,의술 회복량 증가,채집의 달인,타고난 장사꾼,굳건한 마음,해양 생태 연구,맹수 사냥,행동 전 치명타 발생 증폭,명성 추구 LV2,투쟁적인 탐험가,내구도 추가 증가,,,포격: 키 손상 유발,충파: 혼란 유발 LV2,
A,아르망 장 뒤플레시,교역,투자가,51,18,42,29,88,63,77,93,90,65,68,178,포격 방어력 증가,무기류 거래 전문,총포류 판매 할증,귀마개 착용,화물 도난 해소,무기류 구매 할인,행동 전 공격력 증폭,무기류 판매 할증,무기류 판매 달인,후려치기의 현인,완벽한 협상,,추가 기동력 감소,강화 백병: 키 손상 유발,정화: 재편성
A,아폰수 드알부케르크,전투,타격대,74,86,54,194,19,27,39,53,90,64,70,86,백병 공격력 증가,백병 공격력 증폭,보석 거래 우대,혼란 백병,백병 명중 증가,백병 방어력 증폭,칭찬과 격려,방어 무시 백병,대혼란 백병,향료 구매 달인,,,백병: 방어 무시,정밀 백병: 혼란 유발,
A,아흐메트 무히딘,전투,조타수,83,199,56,73,72,56,93,83,37,33,18,52,충파 공격력 증가,충파 공격력 증폭,매력적인 제안,방어 무시 충파,충파 방어력 증가,충파 방어력 증폭,나침반 정비,충파 시 추가 고정 피해,충파 치명타 피해 증폭,광석 구매 달인,,,정밀 충파: 혼란 유발,충파: 방어 무시,
A,아흐메트 케말레딘,전투,조선공,58,88,198,73,39,33,19,48,71,88,92,63,수리 극대화 회복량 증가,충파 공격력 증폭,광석 거래 우대,시작 시 상급 수리,수리 극대화 발생 증가,수리 회복량 증폭,기상 관측가,기회 포착,시작 시 최상급 수리,염료 구매 달인,,,수리: 전 범위,백병 공격력 강화,
A,안드레아 그리마니,전투,함포수,199,74,54,86,39,18,48,33,70,85,90,64,포격 공격력 증가,포격 공격력 증폭,무기류 거래 우대,방어 무시 포격,포격 방어력 증가,포격 방어력 증폭,공업품 판매 할증,포격 시 추가 고정 피해,포격 치명타 피해 증폭,극독 포격,,,포격: 혼란 유발,포격: 방어 무시,
A,안드레아 도리아,전투,유탄수,199,74,54,86,93,54,72,88,18,53,37,32,포격 치명타 발생 증가,포격 치명타 발생 증폭,향료 거래 우대,혼란 포격,포격 공격력 증가,포격 치명타 추가 피해,조미료 판매 할증,이동 전 기동력 소모 감소,포격 공격력 증폭 심화,대혼란 포격,,,포격: 방어 무시,강화 포격: 돛 손상 유발,
A,안토니오 칸,전투,백병대,75,87,57,201,61,67,81,97,46,43,27,22,백병 치명타 발생 증가,백병 치명타 발생 증폭,낚시의 대가,백병 시 추가 백병,백병 공격력 증가,백병 치명타 추가 피해,식자재 관리,백병 시 추가 고정 피해,대혼란 백병,백병 치명타 피해 저항 증폭,혼돈 백병,,강화 백병: 키 손상 유발,백병: 방어 무시,백병: 좌초 유발
A,알렉산드르,모험,수석 항해사,39,28,50,18,63,71,191,79,61,75,91,65,수리 회복량 증가,육분의 활용,능숙한 노 젓기,소방 훈련,무풍 해소,능숙한 돛 조종,충파 봉쇄 충파,명성 추구 LV2,투쟁적인 탐험가,충파 치명타 추가 저항,,,충파: 키 손상 유발,충파 위력 강화 LV2,
A,알론소 데카르데나스,전투,유탄수,196,75,54,83,94,54,73,87,18,53,37,31,포격 치명타 발생 증가,포격 치명타 발생 증폭,총포류 거래 우대,혼란 포격,포격 공격력 증가,포격 치명타 추가 피해,섬유 판매 할증,포격 시 추가 포격,포격 공격력 증폭 심화,공격 시 포격 방어력 하락,,,강화 포격: 돛 손상 유발,정밀 포격: 혼란 유발,
A,알브레히트 발렌슈타인,전투,조타수,87,199,57,76,71,57,91,87,37,33,18,54,충파 공격력 증가,충파 공격력 증폭,무기류 구매 할인,충파 시 추가 고정 피해,충파 방어력 증가,충파 방어력 증폭,방수 처리,혼란 충파,충파 공격력 증폭 심화,광석 구매 달인,,,광역 충파: 싸움 유발,충파: 방어 무시,
A,에드워드 로우,전투,대사수,205,78,56,91,78,84,68,68,17,55,35,34,포격 회피 증가,포격 회피 증폭,중독 포격,포격 피해 반사,포격 명중 증가,포격 명중 증폭,가면을 쓴 약탈자,행동 전 공격력 증폭 LV2,포격 치명타 피해 증폭,대혼란 포격,,,포격: 침수 유발,포격: 중독 유발 LV2,
A,에드워드 잉글랜드,전투,조타장,83,194,56,75,28,47,19,41,90,64,70,86,충파 방어력 증가,충파 치명타 추가 피해,기호품 구매 할인,충파 피해 무시,충파 공격력 증가,충파 공격력 증폭,주의깊은 탐험가,방어 무시 충파,충파 공격력 증폭 심화,공업품 구매 달인,충파 치명타 피해 증가,,충파: 키 손상 유발,광역 충파: 싸움 유발,충파: 방어 관통
A,에르난 오브레곤,전투,타격대,70,82,53,183,18,26,36,50,83,62,65,81,백병 공격력 증가,백병 공격력 증폭,무기류 구매 할인,혼란 백병,백병 명중 증가,백병 방어력 증폭,규칙적인 생활,백병 시 추가 고정 피해,극독 백병,백병 치명타 추가 저항,,,백병: 방어 무시,강화 백병: 키 손상 유발,
A,에스메랄다,모험,보급장,53,19,43,30,79,86,67,192,75,58,97,80,포격 방어력 증가,결벽증,시작 시 이동력 증가,영양사,부패 해소,긴축 배급,피해 반사,능숙한 돛 조종 LV2,보석 구매 달인,긴축 배식,,,기술 봉쇄,충파 위력 강화 LV2,
A,엔히크 드아비스,교역,투자가,52,19,42,29,88,63,77,94,89,67,67,175,포격 방어력 증가,무기류 거래 전문,무기류 거래 우대,영양사,화물 도난 해소,무기류 구매 할인,혼란 시 보호 발동,무기류 판매 할증,무기류 거래 달인,후려치기의 현인,,,포격: 키 손상 유발,정밀 충파: 혼란 유발,
A,올리비아 맨더빌,모험,탐험가,19,30,44,52,67,198,79,77,77,92,88,62,백병 치명타 발생 증가,진귀한 탐험,타고난 장사꾼,굳건한 마음,채집의 달인,숙련된 탐험가,피해 반사,심해 인양 기술자 LV2,탐험 물자 절약 심화,식료품 구매 달인,,,포격: 키 손상 유발,광역 충파: 싸움 유발 LV2,
A,와씨,전투,특공대,73,86,57,194,82,86,62,73,28,21,47,43,백병 회피 증가,백병 회피 증폭,뛰어난 협상,백병 반격 강화,백병 명중 증가,백병 명중 증폭,귀마개 착용,혼란 백병,공격 시 백병 방어력 하락,이동 억제 백병,,,백병: 돛 손상 유발,백병: 혼란 유발,
A,왕경홍,모험,통역가,29,53,44,19,90,198,79,59,99,64,88,67,충파 치명타 발생 증가,친절한 이방인,신들린 수완,명성 추구,낚시꾼,해적 사냥,신출귀몰,명성 지향,맹수 척결,충파 시 추가 고정 피해 심화,,,충파 위력 강화,행동 봉쇄,
A,요하네스 케플러,모험,측량사,20,50,41,28,68,83,204,72,76,81,65,85,방어력 증가,방수 처리,충파 피해 반사,능숙한 돛 조종,침수 해소,경계 강화,시작 시 이동력 증가,신출귀몰,탐험 물자 절약 심화,충파 방어력 증폭 심화,험지 평정,,충파: 혼란 유발,난전 백병: 중독 유발,정밀 충파: 혼돈 유발
A,윌리엄 키드,전투,유탄수,199,76,57,87,91,57,71,88,18,54,37,32,포격 치명타 발생 증가,포격 치명타 발생 증폭,귀금속 거래 우대,혼란 포격,포격 공격력 증가,포격 치명타 추가 피해,섬유 판매 할증,방어 무시 포격,극독 포격,총포류 구매 달인,,,포격: 혼란 유발,포격: 방어 무시,
A,유지,교역,회계사,51,29,42,18,103,85,69,72,85,59,74,167,포격 공격력 증가,공업품 거래 전문,식자재 관리,향신료 판매 할증,총포류 거래 전문,공업품 구매 할인,행동 전 공방 위력 증폭,공업품 판매 할증,경이로운 수완,무기류 거래 달인,,,충파 위력 강화,광역 충파: 싸움 유발,
A,이븐 바투타,모험,탐험가,19,31,41,52,68,186,79,78,77,93,88,62,백병 치명타 발생 증가,진귀한 탐험,타고난 장사꾼,명성 지향,채집의 달인,숙련된 탐험가,행동 전 치명타 발생 증폭,명성 추구,탐험 물자 절약 심화,성실한 탐험가,험지 평정,,포격 위력 강화,강화 백병: 키 손상 유발,공격력 강화
A,이사벨라 데스테,교역,협상가,54,19,44,30,67,77,101,86,90,67,203,61,포격 회피 증가,기호품 거래 전문,섬유 판매 할증,향신료 판매 할증,향수병 해소,기호품 구매 할인,시작 시 기동력 회복량 증가,기호품 판매 할증 LV2,매혹적인 제안,향신료 판매 달인,바가지의 명인,,백병: 키 손상 유발,광역 충파: 싸움 유발 LV2,추가 기동력 약화
A,이시카와 야스에몬,전투,백병대,74,86,59,194,66,69,88,95,80,73,30,21,백병 치명타 발생 증가,백병 치명타 발생 증폭,매력적인 제안,백병 시 추가 백병,백병 공격력 증가,백병 치명타 추가 피해,세이렌 해소,행동 전 치명타 발생 증폭 LV2,극독 백병,무기류 구매 달인,,,백병: 방어 무시,정밀 백병: 혼란 유발 LV2,
A,임꺽정,전투,백병대,75,87,57,201,61,67,81,97,46,43,27,22,백병 치명타 발생 증가,백병 치명타 발생 증폭,귀금속 거래 우대,백병 시 추가 백병,백병 공격력 증가,백병 치명타 추가 피해,주의깊은 탐험가,백병 시 추가 고정 피해,극독 백병,백병 치명타 추가 저항,,,정밀 백병: 혼란 유발,강화 백병: 키 손상 유발,
A,임상옥,교역,회계사,51,29,42,18,100,85,67,72,88,59,77,167,포격 공격력 증가,공업품 거래 전문,식자재 관리,향신료 판매 할증,총포류 거래 전문,공업품 구매 할인,혼란 시 보호 발동,공업품 판매 할증,경이로운 수완,향신료 판매 달인,,,충파: 키 손상 유발,광역 충파: 싸움 유발,
A,잔 바레,모험,생물학자,18,29,51,41,201,62,78,75,66,78,77,93,의술 회복량 증가,채집의 달인,타고난 장사꾼,천해 인양 보물 사냥꾼,해양 생태 연구,맹수 사냥,행동 전 치명타 발생 증폭,명성 추구,투쟁적인 탐험가,내구도 추가 증가,,,충파: 혼란 유발,포격: 방어 무시,
A,조지 앤슨,전투,백병대,74,86,54,194,62,63,83,95,47,43,28,21,백병 치명타 발생 증가,백병 치명타 발생 증폭,총포류 거래 우대,선원 긴급 치료,백병 공격력 증가,백병 치명타 추가 피해,식자재 관리,백병 시 추가 백병,대혼란 백병,무기류 구매 달인,,,백병: 방어 무시,난전 백병: 중독 유발,
A,존 바이런,모험,갑판장,42,29,51,19,78,82,201,63,98,69,87,58,포격 방어력 증가,중재자,타고난 장사꾼,긴축 배급,싸움 해소,관찰 공부,포격 반격 강화,능숙한 노 젓기,맹수 척결,포격 치명타 추가 저항,,,추가 기동력 감소,포격: 혼란 유발,
